workerid,proliferate.condition,color,modal1,modal2,pair,percentage_blue,post_exposure,rating1,rating2,rating_other,reverse_sent_order,sentence1,sentence2,speaker,speaker_type,error
1473,cond3,blue,might,probably,might-probably,100,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,orange,might,probably,might-probably,60,1,0.31,0,0.69,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,orange,might,probably,might-probably,0,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,orange,might,probably,might-probably,40,1,0.32,0.32,0.3599999999999999,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,blue,might,probably,might-probably,60,1,0.33,0.33999999999999986,0.33,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,orange,might,probably,might-probably,50,1,0.36,0.32,0.32,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,blue,might,probably,might-probably,40,1,0.41,0.04,0.55,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,orange,might,probably,might-probably,90,1,0.15,0,0.8500000000000001,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,blue,might,probably,might-probably,50,1,0.23,0.35,0.41999999999999993,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,orange,might,probably,might-probably,25,1,0.04,0.51,0.45,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,orange,might,probably,might-probably,10,1,0.04,0.42,0.54,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,orange,might,probably,might-probably,100,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1473,cond3,blue,might,probably,might-probably,10,1,0.5,0,0.5,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,blue,might,probably,might-probably,25,1,0.5,0,0.5,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1473,cond3,blue,might,probably,might-probably,90,1,0.03,0.44,0.53,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,orange,might,probably,might-probably,0,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,blue,might,probably,might-probably,60,1,0.3999999999999999,0.6,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,orange,might,probably,might-probably,100,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,blue,might,probably,might-probably,0,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,blue,might,probably,might-probably,75,1,0.14,0.86,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,blue,might,probably,might-probably,25,1,0.08999999999999986,0,0.91,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,blue,might,probably,might-probably,40,1,0.49,0.09,0.41999999999999993,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,blue,might,probably,might-probably,90,1,0.17000000000000004,0.83,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,orange,might,probably,might-probably,75,1,0.91,0.09000000000000008,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,orange,might,probably,might-probably,40,1,0.29000000000000004,0.71,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,orange,might,probably,might-probably,25,1,0.14,0.86,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,blue,might,probably,might-probably,50,1,0.51,0.49,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,orange,might,probably,might-probably,60,1,0.15,0.45,0.4,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,blue,might,probably,might-probably,100,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,orange,might,probably,might-probably,50,1,0.5,0.5,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,blue,might,probably,might-probably,10,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,f,confident,
1485,cond3,orange,might,probably,might-probably,90,1,0.08,0,0.92,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,orange,might,probably,might-probably,10,1,0.08999999999999986,0.91,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1485,cond3,orange,might,probably,might-probably,10,1,0.08000000000000007,0.92,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,blue,might,probably,might-probably,50,1,0.48,0,0.52,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,orange,might,probably,might-probably,0,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,blue,might,probably,might-probably,60,1,0.30000000000000004,0.7,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,blue,might,probably,might-probably,90,1,0.06,0.94,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,blue,might,probably,might-probably,40,1,0.39,0,0.6099999999999999,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,blue,might,probably,might-probably,25,1,0.18,0,0.8200000000000001,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,orange,might,probably,might-probably,50,1,0.51,0,0.49,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,orange,might,probably,might-probably,60,1,0.17,0,0.8300000000000001,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,blue,might,probably,might-probably,100,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,blue,might,probably,might-probably,75,1,0.20999999999999996,0.79,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,orange,might,probably,might-probably,90,1,0.06,0,0.94,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,orange,might,probably,might-probably,75,1,0.12,0,0.8799999999999999,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,orange,might,probably,might-probably,40,1,0.18999999999999995,0.81,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,blue,might,probably,might-probably,10,1,0.06,0,0.94,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,blue,might,probably,might-probably,0,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1485,cond3,orange,might,probably,might-probably,25,1,0,0.8300000000000001,0.17,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1485,cond3,orange,might,probably,might-probably,100,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,60,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,orange,might,probably,might-probably,75,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,orange,might,probably,might-probably,25,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,orange,might,probably,might-probably,50,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,blue,might,probably,might-probably,75,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,orange,might,probably,might-probably,10,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,orange,might,probably,might-probably,40,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,orange,might,probably,might-probably,90,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,blue,might,probably,might-probably,50,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,orange,might,probably,might-probably,60,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1498,cond3,blue,might,probably,might-probably,10,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,blue,might,probably,might-probably,25,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,blue,might,probably,might-probably,90,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,blue,might,probably,might-probably,40,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1498,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,40,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,blue,might,probably,might-probably,50,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,blue,might,probably,might-probably,25,1,0,0,0.99,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,orange,might,probably,might-probably,40,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,blue,might,probably,might-probably,60,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,orange,might,probably,might-probably,60,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,10,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,blue,might,probably,might-probably,75,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,orange,might,probably,might-probably,10,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,orange,might,probably,might-probably,90,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,orange,might,probably,might-probably,50,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,orange,might,probably,might-probably,25,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1498,cond3,blue,might,probably,might-probably,90,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1498,cond3,orange,might,probably,might-probably,75,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,75,1,0.82,0.17999999999999994,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,orange,might,probably,might-probably,40,1,0.15999999999999992,0.84,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,orange,might,probably,might-probably,25,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,orange,might,probably,might-probably,90,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,blue,might,probably,might-probably,90,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,orange,might,probably,might-probably,75,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,orange,might,probably,might-probably,50,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,blue,might,probably,might-probably,25,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,blue,might,probably,might-probably,50,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,blue,might,probably,might-probably,60,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,blue,might,probably,might-probably,40,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,blue,might,probably,might-probably,10,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1439,cond3,orange,might,probably,might-probably,10,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,orange,might,probably,might-probably,60,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1439,cond3,orange,might,probably,might-probably,40,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,40,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,orange,might,probably,might-probably,90,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,75,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,orange,might,probably,might-probably,75,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,60,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,blue,might,probably,might-probably,25,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,blue,might,probably,might-probably,10,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,orange,might,probably,might-probably,60,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,50,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,orange,might,probably,might-probably,10,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,orange,might,probably,might-probably,50,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,blue,might,probably,might-probably,90,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1439,cond3,orange,might,probably,might-probably,25,1,0,1,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1439,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,90,1,0,1,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,40,1,0.2600000000000001,0.74,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,40,1,0.38,0.62,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,blue,might,probably,might-probably,75,1,0.09999999999999998,0.9,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,blue,might,probably,might-probably,60,1,0.27,0.73,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,blue,might,probably,might-probably,50,1,0.48,0.52,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,90,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,50,1,0.32999999999999996,0.67,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,25,1,0.84,0.16000000000000014,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,10,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,25,1,0.14000000000000012,0.86,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,orange,might,probably,might-probably,60,1,0.68,0.31999999999999984,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,f,confident,
1453,cond3,orange,might,probably,might-probably,75,1,0.83,0.16999999999999993,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,orange,might,probably,might-probably,10,1,0.09000000000000008,0.91,0,0,You might get an orange one,You'll probably get an orange one,f,confident,
1453,cond3,orange,might,probably,might-probably,25,1,0.36,0.64,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,10,1,0.020000000000000014,0.98,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,blue,might,probably,might-probably,40,1,0.89,0.10999999999999988,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,50,1,0.91,0.08999999999999986,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,0,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,90,1,0.17000000000000004,0.83,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,orange,might,probably,might-probably,60,1,0.75,0.25,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,0,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,100,1,0,0,1,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,blue,might,probably,might-probably,60,1,0.81,0.18999999999999995,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,75,1,0.85,0.1499999999999999,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,25,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,blue,might,probably,might-probably,100,1,0,0,1,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,orange,might,probably,might-probably,50,1,0.9,0.10000000000000007,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,90,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,orange,might,probably,might-probably,40,1,0.75,0.25,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1453,cond3,blue,might,probably,might-probably,10,1,1,0,0,0,You might get a blue one,You'll probably get a blue one,m,cautious,
1453,cond3,orange,might,probably,might-probably,75,1,1,0,0,0,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,25,1,0.15999999999999992,0.8400000000000001,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,blue,might,probably,might-probably,10,1,0,0.12,0.88,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,blue,might,probably,might-probably,25,1,0.45,0.020000000000000014,0.53,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,blue,might,probably,might-probably,90,1,0.05999999999999994,0.94,1.1102230246251563e-16,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,orange,might,probably,might-probably,75,1,0.84,0.16,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,orange,might,probably,might-probably,60,1,0.12,0,0.88,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,blue,might,probably,might-probably,50,1,0.2799999999999999,0.72,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,blue,might,probably,might-probably,0,1,0.020000000000000014,0,0.98,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,blue,might,probably,might-probably,40,1,0.51,0.31,0.18000000000000005,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,orange,might,probably,might-probably,10,1,0.09999999999999988,0.9,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,orange,might,probably,might-probably,50,1,0.77,0.23,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,blue,might,probably,might-probably,100,1,0.029999999999999916,0.97,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,blue,might,probably,might-probably,75,1,0.24,0.76,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,orange,might,probably,might-probably,0,1,0.06999999999999995,0.93,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,blue,might,probably,might-probably,60,1,0.30999999999999994,0.69,2.220446049250313e-16,1,You might get a blue one,You'll probably get a blue one,f,confident,
1445,cond3,orange,might,probably,might-probably,90,1,0.030000000000000138,0.97,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,orange,might,probably,might-probably,100,1,0.030000000000000027,0.97,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,orange,might,probably,might-probably,40,1,0.6000000000000001,0.36,0.03999999999999993,1,You might get an orange one,You'll probably get an orange one,f,confident,
1445,cond3,blue,might,probably,might-probably,90,1,0.30000000000000004,0.7,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,orange,might,probably,might-probably,40,1,0.68,0,0.31999999999999995,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,25,1,0.73,0,0.2699999999999999,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,50,1,0.61,0,0.3900000000000001,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,75,1,0.73,1.1102230246251563e-16,0.27,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,blue,might,probably,might-probably,0,1,0.05999999999999994,0.94,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,blue,might,probably,might-probably,25,1,0.3599999999999999,0.64,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,orange,might,probably,might-probably,10,1,0.08999999999999986,0.91,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,60,1,0.83,0,0.17000000000000004,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,blue,might,probably,might-probably,40,1,0.8,0,0.19999999999999984,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,orange,might,probably,might-probably,90,1,0.08999999999999997,0.91,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,orange,might,probably,might-probably,0,1,0.010000000000000007,0.99,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1445,cond3,blue,might,probably,might-probably,100,1,0.009999999999999898,0.99,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,blue,might,probably,might-probably,10,1,0.31999999999999995,0.68,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,blue,might,probably,might-probably,75,1,0.64,0,0.36,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,blue,might,probably,might-probably,60,1,0.9,0,0.09999999999999998,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,blue,might,probably,might-probably,50,1,0.6,0,0.4,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1445,cond3,orange,might,probably,might-probably,100,1,0.02000000000000013,0.98,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,orange,might,probably,might-probably,75,1,1,0,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,orange,might,probably,might-probably,100,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,60,1,1,0,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,blue,might,probably,might-probably,40,1,1,0,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,blue,might,probably,might-probably,75,1,0.3400000000000001,0.66,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,blue,might,probably,might-probably,100,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,25,1,0.13,0.87,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,90,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,40,1,1,0,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,orange,might,probably,might-probably,0,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,orange,might,probably,might-probably,50,1,1,0,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,10,1,0.14,0,0.8599999999999999,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,90,1,0.04,0,0.96,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,25,1,0.5200000000000001,0,0.48,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,60,1,1,0,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,0,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,10,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,m,cautious,
1461,cond3,blue,might,probably,might-probably,50,1,1,0,0,1,You might get a blue one,You'll probably get a blue one,m,cautious,
1461,cond3,orange,might,probably,might-probably,25,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,blue,might,probably,might-probably,90,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,orange,might,probably,might-probably,10,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,blue,might,probably,might-probably,100,1,0,0,1,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,blue,might,probably,might-probably,60,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,orange,might,probably,might-probably,60,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,orange,might,probably,might-probably,0,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,blue,might,probably,might-probably,25,1,1,0,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,blue,might,probably,might-probably,40,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,blue,might,probably,might-probably,75,1,0,1,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,blue,might,probably,might-probably,10,1,1,0,0,1,You might get a blue one,You'll probably get a blue one,f,confident,
1461,cond3,orange,might,probably,might-probably,50,1,0,1,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,orange,might,probably,might-probably,100,1,0,0,1,1,You might get an orange one,You'll probably get an orange one,f,confident,
1461,cond3,orange,might,probably,might-probably,90,1,1,0,0,1,You might get an orange one,You'll probably get an orange one,f,confident,
